"coverage","concat.pos","chr","chr.pos","Id"
1220,5752,"NP",1537,"Covaris_25"
1268,5753,"NP",1538,"Covaris_25"
1217,5754,"NP",1539,"Covaris_25"
1262,5755,"NP",1540,"Covaris_25"
1165,5756,"NP",1541,"Covaris_25"
1238,5757,"NP",1542,"Covaris_25"
1245,5758,"NP",1543,"Covaris_25"
1169,5759,"NP",1544,"Covaris_25"
1156,5760,"NP",1545,"Covaris_25"
1194,5761,"NP",1546,"Covaris_25"
1201,5762,"NP",1547,"Covaris_25"
1193,5763,"NP",1548,"Covaris_25"
1162,5764,"NP",1549,"Covaris_25"
991,5765,"NP",1550,"Covaris_25"
774,5766,"NP",1551,"Covaris_25"
904,5767,"NP",1552,"Covaris_25"
894,5768,"NP",1553,"Covaris_25"
820,5769,"NP",1554,"Covaris_25"
677,5770,"NP",1555,"Covaris_25"
604,5771,"NP",1556,"Covaris_25"
413,5772,"NP",1557,"Covaris_25"
40,5773,"NP",1558,"Covaris_25"
37,5774,"NP",1559,"Covaris_25"
30,5775,"NP",1560,"Covaris_25"
29,5776,"NP",1561,"Covaris_25"
28,5777,"NP",1562,"Covaris_25"
25,5778,"NP",1563,"Covaris_25"
16,5779,"NP",1564,"Covaris_25"
11,5780,"NP",1565,"Covaris_25"
1,5781,"NS",1,"Covaris_25"
2,5782,"NS",2,"Covaris_25"
4,5783,"NS",3,"Covaris_25"
3,5784,"NS",4,"Covaris_25"
5,5785,"NS",5,"Covaris_25"
6,5786,"NS",6,"Covaris_25"
7,5787,"NS",7,"Covaris_25"
320,5788,"NS",8,"Covaris_25"
409,5789,"NS",9,"Covaris_25"
473,5790,"NS",10,"Covaris_25"
506,5791,"NS",11,"Covaris_25"
523,5792,"NS",12,"Covaris_25"
525,5793,"NS",13,"Covaris_25"
508,5794,"NS",14,"Covaris_25"
528,5795,"NS",15,"Covaris_25"
543,5796,"NS",16,"Covaris_25"
549,5797,"NS",17,"Covaris_25"
555,5798,"NS",18,"Covaris_25"
561,5799,"NS",19,"Covaris_25"
564,5800,"NS",20,"Covaris_25"
562,5801,"NS",21,"Covaris_25"
569,5802,"NS",22,"Covaris_25"
571,5803,"NS",23,"Covaris_25"
579,5804,"NS",24,"Covaris_25"
578,5805,"NS",25,"Covaris_25"
583,5806,"NS",26,"Covaris_25"
584,5807,"NS",27,"Covaris_25"
583,5808,"NS",28,"Covaris_25"
587,5809,"NS",29,"Covaris_25"
591,5810,"NS",30,"Covaris_25"
592,5811,"NS",31,"Covaris_25"
587,5812,"NS",32,"Covaris_25"
600,5813,"NS",33,"Covaris_25"
605,5814,"NS",34,"Covaris_25"
609,5815,"NS",35,"Covaris_25"
609,5816,"NS",36,"Covaris_25"
608,5817,"NS",37,"Covaris_25"
611,5818,"NS",38,"Covaris_25"
610,5819,"NS",39,"Covaris_25"
612,5820,"NS",40,"Covaris_25"
614,5821,"NS",41,"Covaris_25"
623,5822,"NS",42,"Covaris_25"
625,5823,"NS",43,"Covaris_25"
631,5824,"NS",44,"Covaris_25"
627,5825,"NS",45,"Covaris_25"
638,5826,"NS",46,"Covaris_25"
639,5827,"NS",47,"Covaris_25"
643,5828,"NS",48,"Covaris_25"
648,5829,"NS",49,"Covaris_25"
649,5830,"NS",50,"Covaris_25"
650,5831,"NS",51,"Covaris_25"
655,5832,"NS",52,"Covaris_25"
656,5833,"NS",53,"Covaris_25"
659,5834,"NS",54,"Covaris_25"
663,5835,"NS",55,"Covaris_25"
668,5836,"NS",56,"Covaris_25"
672,5837,"NS",57,"Covaris_25"
665,5838,"NS",58,"Covaris_25"
677,5839,"NS",59,"Covaris_25"
686,5840,"NS",60,"Covaris_25"
689,5841,"NS",61,"Covaris_25"
694,5842,"NS",62,"Covaris_25"
696,5843,"NS",63,"Covaris_25"
704,5844,"NS",64,"Covaris_25"
702,5845,"NS",65,"Covaris_25"
703,5846,"NS",66,"Covaris_25"
712,5847,"NS",67,"Covaris_25"
711,5848,"NS",68,"Covaris_25"
722,5849,"NS",69,"Covaris_25"
717,5850,"NS",70,"Covaris_25"
726,5851,"NS",71,"Covaris_25"
728,5852,"NS",72,"Covaris_25"
740,5853,"NS",73,"Covaris_25"
741,5854,"NS",74,"Covaris_25"
746,5855,"NS",75,"Covaris_25"
752,5856,"NS",76,"Covaris_25"
747,5857,"NS",77,"Covaris_25"
753,5858,"NS",78,"Covaris_25"
759,5859,"NS",79,"Covaris_25"
766,5860,"NS",80,"Covaris_25"
770,5861,"NS",81,"Covaris_25"
781,5862,"NS",82,"Covaris_25"
785,5863,"NS",83,"Covaris_25"
794,5864,"NS",84,"Covaris_25"
801,5865,"NS",85,"Covaris_25"
801,5866,"NS",86,"Covaris_25"
808,5867,"NS",87,"Covaris_25"
819,5868,"NS",88,"Covaris_25"
817,5869,"NS",89,"Covaris_25"
829,5870,"NS",90,"Covaris_25"
827,5871,"NS",91,"Covaris_25"
837,5872,"NS",92,"Covaris_25"
844,5873,"NS",93,"Covaris_25"
848,5874,"NS",94,"Covaris_25"
858,5875,"NS",95,"Covaris_25"
862,5876,"NS",96,"Covaris_25"
859,5877,"NS",97,"Covaris_25"
883,5878,"NS",98,"Covaris_25"
884,5879,"NS",99,"Covaris_25"
900,5880,"NS",100,"Covaris_25"
904,5881,"NS",101,"Covaris_25"
913,5882,"NS",102,"Covaris_25"
926,5883,"NS",103,"Covaris_25"
933,5884,"NS",104,"Covaris_25"
946,5885,"NS",105,"Covaris_25"
955,5886,"NS",106,"Covaris_25"
977,5887,"NS",107,"Covaris_25"
981,5888,"NS",108,"Covaris_25"
998,5889,"NS",109,"Covaris_25"
994,5890,"NS",110,"Covaris_25"
1023,5891,"NS",111,"Covaris_25"
1019,5892,"NS",112,"Covaris_25"
1032,5893,"NS",113,"Covaris_25"
1051,5894,"NS",114,"Covaris_25"
1065,5895,"NS",115,"Covaris_25"
1071,5896,"NS",116,"Covaris_25"
1089,5897,"NS",117,"Covaris_25"
1108,5898,"NS",118,"Covaris_25"
1117,5899,"NS",119,"Covaris_25"
1126,5900,"NS",120,"Covaris_25"
1133,5901,"NS",121,"Covaris_25"
1172,5902,"NS",122,"Covaris_25"
1182,5903,"NS",123,"Covaris_25"
1182,5904,"NS",124,"Covaris_25"
1201,5905,"NS",125,"Covaris_25"
1225,5906,"NS",126,"Covaris_25"
1220,5907,"NS",127,"Covaris_25"
1234,5908,"NS",128,"Covaris_25"
1272,5909,"NS",129,"Covaris_25"
1296,5910,"NS",130,"Covaris_25"
1293,5911,"NS",131,"Covaris_25"
1294,5912,"NS",132,"Covaris_25"
1318,5913,"NS",133,"Covaris_25"
1335,5914,"NS",134,"Covaris_25"
1374,5915,"NS",135,"Covaris_25"
1387,5916,"NS",136,"Covaris_25"
1417,5917,"NS",137,"Covaris_25"
1466,5918,"NS",138,"Covaris_25"
1503,5919,"NS",139,"Covaris_25"
1522,5920,"NS",140,"Covaris_25"
1529,5921,"NS",141,"Covaris_25"
1560,5922,"NS",142,"Covaris_25"
1574,5923,"NS",143,"Covaris_25"
1622,5924,"NS",144,"Covaris_25"
1647,5925,"NS",145,"Covaris_25"
1672,5926,"NS",146,"Covaris_25"
1708,5927,"NS",147,"Covaris_25"
1721,5928,"NS",148,"Covaris_25"
1730,5929,"NS",149,"Covaris_25"
1736,5930,"NS",150,"Covaris_25"
1767,5931,"NS",151,"Covaris_25"
1805,5932,"NS",152,"Covaris_25"
1805,5933,"NS",153,"Covaris_25"
1829,5934,"NS",154,"Covaris_25"
1870,5935,"NS",155,"Covaris_25"
1883,5936,"NS",156,"Covaris_25"
1944,5937,"NS",157,"Covaris_25"
1949,5938,"NS",158,"Covaris_25"
2002,5939,"NS",159,"Covaris_25"
2021,5940,"NS",160,"Covaris_25"
2041,5941,"NS",161,"Covaris_25"
2072,5942,"NS",162,"Covaris_25"
2117,5943,"NS",163,"Covaris_25"
2101,5944,"NS",164,"Covaris_25"
2127,5945,"NS",165,"Covaris_25"
2144,5946,"NS",166,"Covaris_25"
2163,5947,"NS",167,"Covaris_25"
2246,5948,"NS",168,"Covaris_25"
2251,5949,"NS",169,"Covaris_25"
2290,5950,"NS",170,"Covaris_25"
2313,5951,"NS",171,"Covaris_25"
2377,5952,"NS",172,"Covaris_25"
2364,5953,"NS",173,"Covaris_25"
2413,5954,"NS",174,"Covaris_25"
2401,5955,"NS",175,"Covaris_25"
2537,5956,"NS",176,"Covaris_25"
2591,5957,"NS",177,"Covaris_25"
2642,5958,"NS",178,"Covaris_25"
2603,5959,"NS",179,"Covaris_25"
2669,5960,"NS",180,"Covaris_25"
2680,5961,"NS",181,"Covaris_25"
2785,5962,"NS",182,"Covaris_25"
2811,5963,"NS",183,"Covaris_25"
2822,5964,"NS",184,"Covaris_25"
2885,5965,"NS",185,"Covaris_25"
2919,5966,"NS",186,"Covaris_25"
2927,5967,"NS",187,"Covaris_25"
2991,5968,"NS",188,"Covaris_25"
3008,5969,"NS",189,"Covaris_25"
3040,5970,"NS",190,"Covaris_25"
3084,5971,"NS",191,"Covaris_25"
3134,5972,"NS",192,"Covaris_25"
3187,5973,"NS",193,"Covaris_25"
3228,5974,"NS",194,"Covaris_25"
3255,5975,"NS",195,"Covaris_25"
3255,5976,"NS",196,"Covaris_25"
3321,5977,"NS",197,"Covaris_25"
3366,5978,"NS",198,"Covaris_25"
3406,5979,"NS",199,"Covaris_25"
3414,5980,"NS",200,"Covaris_25"
3486,5981,"NS",201,"Covaris_25"
3558,5982,"NS",202,"Covaris_25"
3493,5983,"NS",203,"Covaris_25"
3584,5984,"NS",204,"Covaris_25"
3585,5985,"NS",205,"Covaris_25"
3652,5986,"NS",206,"Covaris_25"
3747,5987,"NS",207,"Covaris_25"
3790,5988,"NS",208,"Covaris_25"
3811,5989,"NS",209,"Covaris_25"
3870,5990,"NS",210,"Covaris_25"
3917,5991,"NS",211,"Covaris_25"
3931,5992,"NS",212,"Covaris_25"
3979,5993,"NS",213,"Covaris_25"
4039,5994,"NS",214,"Covaris_25"
4100,5995,"NS",215,"Covaris_25"
4107,5996,"NS",216,"Covaris_25"
4134,5997,"NS",217,"Covaris_25"
4174,5998,"NS",218,"Covaris_25"
4223,5999,"NS",219,"Covaris_25"
4113,6000,"NS",220,"Covaris_25"
4265,6001,"NS",221,"Covaris_25"
4265,6002,"NS",222,"Covaris_25"
4273,6003,"NS",223,"Covaris_25"
4352,6004,"NS",224,"Covaris_25"
4420,6005,"NS",225,"Covaris_25"
4484,6006,"NS",226,"Covaris_25"
4585,6007,"NS",227,"Covaris_25"
4539,6008,"NS",228,"Covaris_25"
4605,6009,"NS",229,"Covaris_25"
4718,6010,"NS",230,"Covaris_25"
4802,6011,"NS",231,"Covaris_25"
4850,6012,"NS",232,"Covaris_25"
4934,6013,"NS",233,"Covaris_25"
4996,6014,"NS",234,"Covaris_25"
5059,6015,"NS",235,"Covaris_25"
5094,6016,"NS",236,"Covaris_25"
5163,6017,"NS",237,"Covaris_25"
5212,6018,"NS",238,"Covaris_25"
5257,6019,"NS",239,"Covaris_25"
5300,6020,"NS",240,"Covaris_25"
5342,6021,"NS",241,"Covaris_25"
5376,6022,"NS",242,"Covaris_25"
5322,6023,"NS",243,"Covaris_25"
5456,6024,"NS",244,"Covaris_25"
5548,6025,"NS",245,"Covaris_25"
5597,6026,"NS",246,"Covaris_25"
5624,6027,"NS",247,"Covaris_25"
5678,6028,"NS",248,"Covaris_25"
5761,6029,"NS",249,"Covaris_25"
5797,6030,"NS",250,"Covaris_25"
5880,6031,"NS",251,"Covaris_25"
5897,6032,"NS",252,"Covaris_25"
5890,6033,"NS",253,"Covaris_25"
5869,6034,"NS",254,"Covaris_25"
6013,6035,"NS",255,"Covaris_25"
6055,6036,"NS",256,"Covaris_25"
6158,6037,"NS",257,"Covaris_25"
6072,6038,"NS",258,"Covaris_25"
6029,6039,"NS",259,"Covaris_25"
6031,6040,"NS",260,"Covaris_25"
6036,6041,"NS",261,"Covaris_25"
6044,6042,"NS",262,"Covaris_25"
6068,6043,"NS",263,"Covaris_25"
6046,6044,"NS",264,"Covaris_25"
6246,6045,"NS",265,"Covaris_25"
6281,6046,"NS",266,"Covaris_25"
6327,6047,"NS",267,"Covaris_25"
6310,6048,"NS",268,"Covaris_25"
6403,6049,"NS",269,"Covaris_25"
6415,6050,"NS",270,"Covaris_25"
6484,6051,"NS",271,"Covaris_25"
6563,6052,"NS",272,"Covaris_25"
6573,6053,"NS",273,"Covaris_25"
6707,6054,"NS",274,"Covaris_25"
6724,6055,"NS",275,"Covaris_25"
6868,6056,"NS",276,"Covaris_25"
6792,6057,"NS",277,"Covaris_25"
6694,6058,"NS",278,"Covaris_25"
6891,6059,"NS",279,"Covaris_25"
6990,6060,"NS",280,"Covaris_25"
6959,6061,"NS",281,"Covaris_25"
7050,6062,"NS",282,"Covaris_25"
7067,6063,"NS",283,"Covaris_25"
7126,6064,"NS",284,"Covaris_25"
7027,6065,"NS",285,"Covaris_25"
7261,6066,"NS",286,"Covaris_25"
7286,6067,"NS",287,"Covaris_25"
7360,6068,"NS",288,"Covaris_25"
7530,6069,"NS",289,"Covaris_25"
7535,6070,"NS",290,"Covaris_25"
7613,6071,"NS",291,"Covaris_25"
7518,6072,"NS",292,"Covaris_25"
7838,6073,"NS",293,"Covaris_25"
7904,6074,"NS",294,"Covaris_25"
7917,6075,"NS",295,"Covaris_25"
8036,6076,"NS",296,"Covaris_25"
8014,6077,"NS",297,"Covaris_25"
8122,6078,"NS",298,"Covaris_25"
8127,6079,"NS",299,"Covaris_25"
8222,6080,"NS",300,"Covaris_25"
8243,6081,"NS",301,"Covaris_25"
8356,6082,"NS",302,"Covaris_25"
8383,6083,"NS",303,"Covaris_25"
8388,6084,"NS",304,"Covaris_25"
8393,6085,"NS",305,"Covaris_25"
8381,6086,"NS",306,"Covaris_25"
8503,6087,"NS",307,"Covaris_25"
8415,6088,"NS",308,"Covaris_25"
8563,6089,"NS",309,"Covaris_25"
8595,6090,"NS",310,"Covaris_25"
8764,6091,"NS",311,"Covaris_25"
8859,6092,"NS",312,"Covaris_25"
8760,6093,"NS",313,"Covaris_25"
8892,6094,"NS",314,"Covaris_25"
8968,6095,"NS",315,"Covaris_25"
8985,6096,"NS",316,"Covaris_25"
9067,6097,"NS",317,"Covaris_25"
9135,6098,"NS",318,"Covaris_25"
9140,6099,"NS",319,"Covaris_25"
9246,6100,"NS",320,"Covaris_25"
9110,6101,"NS",321,"Covaris_25"
9326,6102,"NS",322,"Covaris_25"
9426,6103,"NS",323,"Covaris_25"
9474,6104,"NS",324,"Covaris_25"
9501,6105,"NS",325,"Covaris_25"
9455,6106,"NS",326,"Covaris_25"
9490,6107,"NS",327,"Covaris_25"
9559,6108,"NS",328,"Covaris_25"
9647,6109,"NS",329,"Covaris_25"
9622,6110,"NS",330,"Covaris_25"
9764,6111,"NS",331,"Covaris_25"
9850,6112,"NS",332,"Covaris_25"
9684,6113,"NS",333,"Covaris_25"
9866,6114,"NS",334,"Covaris_25"
10009,6115,"NS",335,"Covaris_25"
10077,6116,"NS",336,"Covaris_25"
10111,6117,"NS",337,"Covaris_25"
10157,6118,"NS",338,"Covaris_25"
10155,6119,"NS",339,"Covaris_25"
10097,6120,"NS",340,"Covaris_25"
10304,6121,"NS",341,"Covaris_25"
10373,6122,"NS",342,"Covaris_25"
10331,6123,"NS",343,"Covaris_25"
10148,6124,"NS",344,"Covaris_25"
10500,6125,"NS",345,"Covaris_25"
10492,6126,"NS",346,"Covaris_25"
10605,6127,"NS",347,"Covaris_25"
10671,6128,"NS",348,"Covaris_25"
10611,6129,"NS",349,"Covaris_25"
10631,6130,"NS",350,"Covaris_25"
10724,6131,"NS",351,"Covaris_25"
10844,6132,"NS",352,"Covaris_25"
10921,6133,"NS",353,"Covaris_25"
10971,6134,"NS",354,"Covaris_25"
11039,6135,"NS",355,"Covaris_25"
11053,6136,"NS",356,"Covaris_25"
11060,6137,"NS",357,"Covaris_25"
10586,6138,"NS",358,"Covaris_25"
10996,6139,"NS",359,"Covaris_25"
11055,6140,"NS",360,"Covaris_25"
11100,6141,"NS",361,"Covaris_25"
11217,6142,"NS",362,"Covaris_25"
11073,6143,"NS",363,"Covaris_25"
10976,6144,"NS",364,"Covaris_25"
10308,6145,"NS",365,"Covaris_25"
10931,6146,"NS",366,"Covaris_25"
11196,6147,"NS",367,"Covaris_25"
10776,6148,"NS",368,"Covaris_25"
11104,6149,"NS",369,"Covaris_25"
10970,6150,"NS",370,"Covaris_25"
11408,6151,"NS",371,"Covaris_25"
11627,6152,"NS",372,"Covaris_25"
11250,6153,"NS",373,"Covaris_25"
10834,6154,"NS",374,"Covaris_25"
11196,6155,"NS",375,"Covaris_25"
11244,6156,"NS",376,"Covaris_25"
11319,6157,"NS",377,"Covaris_25"
11265,6158,"NS",378,"Covaris_25"
11462,6159,"NS",379,"Covaris_25"
11566,6160,"NS",380,"Covaris_25"
11786,6161,"NS",381,"Covaris_25"
11391,6162,"NS",382,"Covaris_25"
11444,6163,"NS",383,"Covaris_25"
11738,6164,"NS",384,"Covaris_25"
11325,6165,"NS",385,"Covaris_25"
11482,6166,"NS",386,"Covaris_25"
11843,6167,"NS",387,"Covaris_25"
11445,6168,"NS",388,"Covaris_25"
11363,6169,"NS",389,"Covaris_25"
11740,6170,"NS",390,"Covaris_25"
11486,6171,"NS",391,"Covaris_25"
11609,6172,"NS",392,"Covaris_25"
10553,6173,"NS",393,"Covaris_25"
10858,6174,"NS",394,"Covaris_25"
11609,6175,"NS",395,"Covaris_25"
11636,6176,"NS",396,"Covaris_25"
11799,6177,"NS",397,"Covaris_25"
12040,6178,"NS",398,"Covaris_25"
12240,6179,"NS",399,"Covaris_25"
11073,6180,"NS",400,"Covaris_25"
11464,6181,"NS",401,"Covaris_25"
12046,6182,"NS",402,"Covaris_25"
12320,6183,"NS",403,"Covaris_25"
12064,6184,"NS",404,"Covaris_25"
12130,6185,"NS",405,"Covaris_25"
12425,6186,"NS",406,"Covaris_25"
12038,6187,"NS",407,"Covaris_25"
12186,6188,"NS",408,"Covaris_25"
12019,6189,"NS",409,"Covaris_25"
12310,6190,"NS",410,"Covaris_25"
12140,6191,"NS",411,"Covaris_25"
12235,6192,"NS",412,"Covaris_25"
12193,6193,"NS",413,"Covaris_25"
12237,6194,"NS",414,"Covaris_25"
12299,6195,"NS",415,"Covaris_25"
12290,6196,"NS",416,"Covaris_25"
12181,6197,"NS",417,"Covaris_25"
12553,6198,"NS",418,"Covaris_25"
12571,6199,"NS",419,"Covaris_25"
12000,6200,"NS",420,"Covaris_25"
12179,6201,"NS",421,"Covaris_25"
12251,6202,"NS",422,"Covaris_25"
11758,6203,"NS",423,"Covaris_25"
12207,6204,"NS",424,"Covaris_25"
11769,6205,"NS",425,"Covaris_25"
12047,6206,"NS",426,"Covaris_25"
12466,6207,"NS",427,"Covaris_25"
12447,6208,"NS",428,"Covaris_25"
12215,6209,"NS",429,"Covaris_25"
12493,6210,"NS",430,"Covaris_25"
11691,6211,"NS",431,"Covaris_25"
12388,6212,"NS",432,"Covaris_25"
11514,6213,"NS",433,"Covaris_25"
12339,6214,"NS",434,"Covaris_25"
11990,6215,"NS",435,"Covaris_25"
12273,6216,"NS",436,"Covaris_25"
12601,6217,"NS",437,"Covaris_25"
12715,6218,"NS",438,"Covaris_25"
12699,6219,"NS",439,"Covaris_25"
12778,6220,"NS",440,"Covaris_25"
11749,6221,"NS",441,"Covaris_25"
12148,6222,"NS",442,"Covaris_25"
12158,6223,"NS",443,"Covaris_25"
12568,6224,"NS",444,"Covaris_25"
12403,6225,"NS",445,"Covaris_25"
12493,6226,"NS",446,"Covaris_25"
12187,6227,"NS",447,"Covaris_25"
12160,6228,"NS",448,"Covaris_25"
12351,6229,"NS",449,"Covaris_25"
12603,6230,"NS",450,"Covaris_25"
11199,6231,"NS",451,"Covaris_25"
11844,6232,"NS",452,"Covaris_25"
11645,6233,"NS",453,"Covaris_25"
11774,6234,"NS",454,"Covaris_25"
11962,6235,"NS",455,"Covaris_25"
12231,6236,"NS",456,"Covaris_25"
11928,6237,"NS",457,"Covaris_25"
12275,6238,"NS",458,"Covaris_25"
12637,6239,"NS",459,"Covaris_25"
12188,6240,"NS",460,"Covaris_25"
12453,6241,"NS",461,"Covaris_25"
12082,6242,"NS",462,"Covaris_25"
12591,6243,"NS",463,"Covaris_25"
11915,6244,"NS",464,"Covaris_25"
12066,6245,"NS",465,"Covaris_25"
12003,6246,"NS",466,"Covaris_25"
12212,6247,"NS",467,"Covaris_25"
12546,6248,"NS",468,"Covaris_25"
11881,6249,"NS",469,"Covaris_25"
12350,6250,"NS",470,"Covaris_25"
12552,6251,"NS",471,"Covaris_25"
11940,6252,"NS",472,"Covaris_25"
11896,6253,"NS",473,"Covaris_25"
12430,6254,"NS",474,"Covaris_25"
12579,6255,"NS",475,"Covaris_25"
11774,6256,"NS",476,"Covaris_25"
11759,6257,"NS",477,"Covaris_25"
11973,6258,"NS",478,"Covaris_25"
12358,6259,"NS",479,"Covaris_25"
11862,6260,"NS",480,"Covaris_25"
11163,6261,"NS",481,"Covaris_25"
11808,6262,"NS",482,"Covaris_25"
11553,6263,"NS",483,"Covaris_25"
11606,6264,"NS",484,"Covaris_25"
11871,6265,"NS",485,"Covaris_25"
12209,6266,"NS",486,"Covaris_25"
12180,6267,"NS",487,"Covaris_25"
11256,6268,"NS",488,"Covaris_25"
11714,6269,"NS",489,"Covaris_25"
11378,6270,"NS",490,"Covaris_25"
11583,6271,"NS",491,"Covaris_25"
12041,6272,"NS",492,"Covaris_25"
11760,6273,"NS",493,"Covaris_25"
12109,6274,"NS",494,"Covaris_25"
11682,6275,"NS",495,"Covaris_25"
11309,6276,"NS",496,"Covaris_25"
11823,6277,"NS",497,"Covaris_25"
11271,6278,"NS",498,"Covaris_25"
11623,6279,"NS",499,"Covaris_25"
11494,6280,"NS",500,"Covaris_25"
11500,6281,"NS",501,"Covaris_25"
11123,6282,"NS",502,"Covaris_25"
11638,6283,"NS",503,"Covaris_25"
11736,6284,"NS",504,"Covaris_25"
11493,6285,"NS",505,"Covaris_25"
11780,6286,"NS",506,"Covaris_25"
11785,6287,"NS",507,"Covaris_25"
11159,6288,"NS",508,"Covaris_25"
11109,6289,"NS",509,"Covaris_25"
11320,6290,"NS",510,"Covaris_25"
11554,6291,"NS",511,"Covaris_25"
11246,6292,"NS",512,"Covaris_25"
11210,6293,"NS",513,"Covaris_25"
11439,6294,"NS",514,"Covaris_25"
10441,6295,"NS",515,"Covaris_25"
10844,6296,"NS",516,"Covaris_25"
11253,6297,"NS",517,"Covaris_25"
11015,6298,"NS",518,"Covaris_25"
11222,6299,"NS",519,"Covaris_25"
10988,6300,"NS",520,"Covaris_25"
10624,6301,"NS",521,"Covaris_25"
10845,6302,"NS",522,"Covaris_25"
10755,6303,"NS",523,"Covaris_25"
10916,6304,"NS",524,"Covaris_25"
10725,6305,"NS",525,"Covaris_25"
10908,6306,"NS",526,"Covaris_25"
10517,6307,"NS",527,"Covaris_25"
10598,6308,"NS",528,"Covaris_25"
10774,6309,"NS",529,"Covaris_25"
10437,6310,"NS",530,"Covaris_25"
10572,6311,"NS",531,"Covaris_25"
10522,6312,"NS",532,"Covaris_25"
10536,6313,"NS",533,"Covaris_25"
10400,6314,"NS",534,"Covaris_25"
10465,6315,"NS",535,"Covaris_25"
10384,6316,"NS",536,"Covaris_25"
10340,6317,"NS",537,"Covaris_25"
10304,6318,"NS",538,"Covaris_25"
10325,6319,"NS",539,"Covaris_25"
10251,6320,"NS",540,"Covaris_25"
9849,6321,"NS",541,"Covaris_25"
10029,6322,"NS",542,"Covaris_25"
10203,6323,"NS",543,"Covaris_25"
9829,6324,"NS",544,"Covaris_25"
9879,6325,"NS",545,"Covaris_25"
9892,6326,"NS",546,"Covaris_25"
9600,6327,"NS",547,"Covaris_25"
9617,6328,"NS",548,"Covaris_25"
9782,6329,"NS",549,"Covaris_25"
9814,6330,"NS",550,"Covaris_25"
9808,6331,"NS",551,"Covaris_25"
9844,6332,"NS",552,"Covaris_25"
9758,6333,"NS",553,"Covaris_25"
9651,6334,"NS",554,"Covaris_25"
9627,6335,"NS",555,"Covaris_25"
9605,6336,"NS",556,"Covaris_25"
9374,6337,"NS",557,"Covaris_25"
9500,6338,"NS",558,"Covaris_25"
9368,6339,"NS",559,"Covaris_25"
9484,6340,"NS",560,"Covaris_25"
9338,6341,"NS",561,"Covaris_25"
9428,6342,"NS",562,"Covaris_25"
9082,6343,"NS",563,"Covaris_25"
9140,6344,"NS",564,"Covaris_25"
8852,6345,"NS",565,"Covaris_25"
9004,6346,"NS",566,"Covaris_25"
9070,6347,"NS",567,"Covaris_25"
9005,6348,"NS",568,"Covaris_25"
8994,6349,"NS",569,"Covaris_25"
8866,6350,"NS",570,"Covaris_25"
8775,6351,"NS",571,"Covaris_25"
8890,6352,"NS",572,"Covaris_25"
8825,6353,"NS",573,"Covaris_25"
8743,6354,"NS",574,"Covaris_25"
8364,6355,"NS",575,"Covaris_25"
8520,6356,"NS",576,"Covaris_25"
8581,6357,"NS",577,"Covaris_25"
8264,6358,"NS",578,"Covaris_25"
8386,6359,"NS",579,"Covaris_25"
8465,6360,"NS",580,"Covaris_25"
8521,6361,"NS",581,"Covaris_25"
8388,6362,"NS",582,"Covaris_25"
8229,6363,"NS",583,"Covaris_25"
8306,6364,"NS",584,"Covaris_25"
8262,6365,"NS",585,"Covaris_25"
8255,6366,"NS",586,"Covaris_25"
8217,6367,"NS",587,"Covaris_25"
7958,6368,"NS",588,"Covaris_25"
8006,6369,"NS",589,"Covaris_25"
7992,6370,"NS",590,"Covaris_25"
7972,6371,"NS",591,"Covaris_25"
7931,6372,"NS",592,"Covaris_25"
7903,6373,"NS",593,"Covaris_25"
7827,6374,"NS",594,"Covaris_25"
7815,6375,"NS",595,"Covaris_25"
7667,6376,"NS",596,"Covaris_25"
7610,6377,"NS",597,"Covaris_25"
7683,6378,"NS",598,"Covaris_25"
7621,6379,"NS",599,"Covaris_25"
7568,6380,"NS",600,"Covaris_25"
7477,6381,"NS",601,"Covaris_25"
7384,6382,"NS",602,"Covaris_25"
7405,6383,"NS",603,"Covaris_25"
7366,6384,"NS",604,"Covaris_25"
7224,6385,"NS",605,"Covaris_25"
7283,6386,"NS",606,"Covaris_25"
7145,6387,"NS",607,"Covaris_25"
7172,6388,"NS",608,"Covaris_25"
7053,6389,"NS",609,"Covaris_25"
7079,6390,"NS",610,"Covaris_25"
7064,6391,"NS",611,"Covaris_25"
7024,6392,"NS",612,"Covaris_25"
6911,6393,"NS",613,"Covaris_25"
6907,6394,"NS",614,"Covaris_25"
6839,6395,"NS",615,"Covaris_25"
6858,6396,"NS",616,"Covaris_25"
6742,6397,"NS",617,"Covaris_25"
6784,6398,"NS",618,"Covaris_25"
6744,6399,"NS",619,"Covaris_25"
6699,6400,"NS",620,"Covaris_25"
6697,6401,"NS",621,"Covaris_25"
6609,6402,"NS",622,"Covaris_25"
6594,6403,"NS",623,"Covaris_25"
6494,6404,"NS",624,"Covaris_25"
6469,6405,"NS",625,"Covaris_25"
6503,6406,"NS",626,"Covaris_25"
6443,6407,"NS",627,"Covaris_25"
6483,6408,"NS",628,"Covaris_25"
6526,6409,"NS",629,"Covaris_25"
6512,6410,"NS",630,"Covaris_25"
6449,6411,"NS",631,"Covaris_25"
6464,6412,"NS",632,"Covaris_25"
6648,6413,"NS",633,"Covaris_25"
6830,6414,"NS",634,"Covaris_25"
6763,6415,"NS",635,"Covaris_25"
6619,6416,"NS",636,"Covaris_25"
6662,6417,"NS",637,"Covaris_25"
6631,6418,"NS",638,"Covaris_25"
6601,6419,"NS",639,"Covaris_25"
6579,6420,"NS",640,"Covaris_25"
6547,6421,"NS",641,"Covaris_25"
